Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Category,Sales,Quantity,Discount,Profit,Customer_Satisfaction_Score,Return_Status,Net_Revenue,Profit_Margin,Is_Profitable
ORD-1024,2025-06-10,CUST-110,Consumer,Central,Office Supplies,806.6894766858462,2,0.3,137.25469733926067,4.0,No,564.6826336800923,17.014564005861274,1
ORD-1025,2025-02-27,CUST-128,Home Office,West,Technology,1193.0258398531894,7,0.0,76.33623338408549,1.0,No,1193.0258398531894,6.398539816495444,1
ORD-1026,2025-01-22,CUST-135,Consumer,South,Office Supplies,797.5886359207606,3,0.1,196.6011940112869,4.0,Yes,717.8297723286845,24.649447742485012,1
ORD-1027,2025-03-30,CUST-124,Consumer,Central,Office Supplies,673.7622666703296,13,0.3,-50.99800870853242,4.0,Yes,471.6335866692307,-7.5691399223883264,0
ORD-1028,2025-02-18,CUST-120,Consumer,Central,Technology,879.4741071847028,3,0.5,186.44239103900946,1.0,No,439.7370535923514,21.199304165512377,1
ORD-1029,2025-02-28,CUST-135,Consumer,West,Office Supplies,563.5946786176246,11,0.3,124.20620022467284,3.0,Yes,394.5162750323372,22.03821379742685,1
ORD-1030,2025-06-19,CUST-109,Home Office,Central,Technology,81.5693876949344,2,0.5,83.00333149936242,3.0,No,40.7846938474672,101.7579435679852,1
ORD-1031,2025-01-15,CUST-136,Home Office,West,Technology,679.1332108947126,11,0.0,328.85900953050464,1.0,No,679.1332108947126,48.42334379395978,1
ORD-1032,2025-06-24,CUST-108,Corporate,Central,Technology,1149.5740885614025,8,0.0,135.14287252942395,4.0,No,1149.5740885614025,11.75590802490548,1
ORD-1033,2025-02-20,CUST-123,Home Office,East,Technology,218.61050140561497,6,0.3,-1.3971342385277126,3.0,No,153.02735098393046,-0.639097495108635,0
ORD-1034,2025-04-18,CUST-134,Home Office,West,Office Supplies,831.1058200765922,1,0.2,106.53356571978438,4.0,No,664.8846560612737,12.818291383155826,1
ORD-1035,2025-02-24,CUST-148,Corporate,Central,Technology,249.1110895042772,12,0.5,313.72433205770267,5.0,No,124.5555447521386,125.93752156196807,1
ORD-1036,2025-03-05,CUST-134,Home Office,South,Technology,647.6349445229667,1,0.1,-20.757037901232394,4.0,No,582.8714500706701,-3.2050521789743076,0
ORD-1037,2025-05-11,CUST-147,Consumer,Central,Office Supplies,125.04497507959634,7,0.3,-3.7193325902933907,4.0,No,87.53148255571743,-2.974395882702108,0
ORD-1038,2025-02-20,CUST-135,Consumer,South,Office Supplies,545.9414141472403,8,0.1,-94.13669450931232,4.0,No,491.3472727325163,-17.243003016423238,0
ORD-1039,2025-05-15,CUST-117,Corporate,South,Furniture,909.8343613853428,5,0.3,-93.61447777190477,4.0,No,636.88405296974,-10.289178090544347,0
ORD-1040,2025-01-21,CUST-148,Corporate,East,Office Supplies,423.61011384438865,12,0.2,273.2262321313306,4.0,No,338.88809107551094,64.49945910207873,1
ORD-1041,2025-03-14,CUST-138,Corporate,West,Office Supplies,801.2449521397895,11,0.2,229.4551730793301,3.0,No,640.9959617118316,28.63733150100372,1
ORD-1042,2025-06-16,CUST-131,Consumer,Central,Furniture,956.5854533397777,5,0.2,59.76847540338122,5.0,No,765.2683626718222,6.248106240243185,1
ORD-1043,2025-01-18,CUST-123,Home Office,East,Office Supplies,1113.3416051805486,4,0.2,214.24002075240776,1.0,No,890.673284144439,19.24297266494993,1
ORD-1044,2025-05-12,CUST-122,Consumer,Central,Office Supplies,289.22407740798974,14,0.0,77.84266683948658,4.0,No,289.22407740798974,26.914310709228733,1
ORD-1045,2025-03-30,CUST-131,Corporate,South,Office Supplies,485.1859398130767,6,0.0,328.8035581990224,2.0,Yes,485.1859398130767,67.76856689740384,1
ORD-1046,2025-03-01,CUST-136,Home Office,West,Office Supplies,191.37505586319674,14,0.5,335.1737066417157,4.0,No,95.68752793159837,175.13970414269272,1
ORD-1047,2025-01-14,CUST-111,Home Office,Central,Furniture,1191.0553675684664,6,0.1,76.75719911420452,4.0,No,1071.94983081162,6.444469434775645,1
ORD-1048,2025-01-09,CUST-148,Consumer,Central,Office Supplies,1113.1311518299115,3,0.3,284.3998578533906,4.0,No,779.191806280938,25.54953721184217,1
ORD-1049,2025-03-31,CUST-112,Corporate,South,Office Supplies,652.5489850338658,9,0.3,247.8900687638598,3.0,Yes,456.78428952370604,37.987963271599426,1
ORD-1050,2025-02-22,CUST-122,Consumer,Central,Furniture,1012.0196203079413,12,0.0,39.499971727305194,3.0,Yes,1012.0196203079413,3.9030835899491736,1
ORD-1051,2025-05-10,CUST-124,Home Office,Central,Technology,629.9399929537302,11,0.3,4.417923005497684,1.0,No,440.95799506761114,0.7013244205662277,1
ORD-1052,2025-03-25,CUST-134,Consumer,South,Furniture,752.066968723284,14,0.0,106.20559267677524,3.0,No,752.066968723284,14.121826525245599,1
ORD-1053,2025-04-02,CUST-140,Consumer,East,Technology,116.05807421805977,7,0.5,251.60697827648283,5.0,No,58.029037109029886,216.79403175667233,1
ORD-1054,2025-04-21,CUST-129,Corporate,South,Furniture,908.7718003912014,1,0.1,332.07550312793546,3.0,No,817.8946203520812,36.541131996501875,1
ORD-1055,2025-06-21,CUST-116,Corporate,East,Furniture,161.97904552592945,13,0.5,243.61058098995767,5.0,No,80.98952276296473,150.39635540447776,1
ORD-1056,2025-01-08,CUST-148,Home Office,West,Office Supplies,993.0204800005088,7,0.2,284.8431432582665,5.0,No,794.4163840004071,28.684518496347682,1
ORD-1057,2025-06-24,CUST-119,Consumer,East,Technology,940.6134243277592,5,0.2,171.37893777673247,3.0,No,752.4907394622073,18.219911957902806,1
ORD-1058,2025-02-04,CUST-147,Consumer,East,Office Supplies,853.406190314142,5,0.2,275.93352387895663,4.0,No,682.7249522513137,32.33319924447519,1
ORD-1059,2025-03-22,CUST-124,Consumer,West,Technology,53.03085282446692,14,0.5,252.98938610153795,2.0,Yes,26.51542641223346,477.06075355592975,1
ORD-1060,2025-06-13,CUST-121,Home Office,East,Furniture,370.72274357494103,13,0.3,69.64349386682605,2.0,No,259.5059205024587,18.785870323261598,1
ORD-1061,2025-02-19,CUST-112,Home Office,South,Furniture,323.103958193903,2,0.1,148.3956359543245,1.0,No,290.7935623745127,45.92813928490113,1
ORD-1062,2025-04-14,CUST-118,Corporate,East,Technology,438.5623248911077,4,0.2,262.13890489536266,4.0,No,350.8498599128862,59.772326535447405,1
ORD-1063,2025-05-12,CUST-148,Corporate,West,Office Supplies,114.29486864896786,12,0.2,-79.27446961451963,4.0,Yes,91.4358949191743,-69.35960516127292,0
ORD-1064,2025-01-02,CUST-135,Corporate,South,Office Supplies,1124.9798094069647,6,0.2,263.63567706012344,4.0,No,899.9838475255718,23.43470299250077,1
ORD-1065,2025-05-14,CUST-111,Consumer,West,Office Supplies,669.0246664477278,10,0.1,-19.950344177939456,4.0,No,602.122199802955,-2.982004278537048,0
ORD-1066,2025-02-23,CUST-140,Consumer,West,Office Supplies,373.573929683048,11,0.2,131.60762770464754,3.0,No,298.8591437464384,35.229339428559065,1
ORD-1067,2025-04-16,CUST-118,Corporate,Central,Furniture,482.4080053183973,7,0.1,263.7239478001719,4.0,No,434.16720478655753,54.66823620103687,1
ORD-1068,2025-01-04,CUST-111,Consumer,Central,Furniture,542.1710232007545,11,0.2,14.219485170512684,5.0,No,433.7368185606036,2.6226936818878106,1
ORD-1069,2025-02-23,CUST-108,Corporate,West,Furniture,724.7072566991346,5,0.5,10.61334768776885,1.0,No,362.3536283495673,1.4645013679192438,1
ORD-1070,2025-05-26,CUST-106,Home Office,West,Furniture,623.6585189588324,9,0.5,81.24397930801334,3.0,No,311.8292594794162,13.026997441427756,1
ORD-1071,2025-02-13,CUST-127,Corporate,West,Furniture,1104.0764481251567,3,0.1,302.58925890993555,4.0,No,993.6688033126411,27.40654955766563,1
ORD-1072,2025-06-11,CUST-113,Home Office,Central,Office Supplies,601.386544657938,1,0.5,-99.80074835325645,3.0,No,300.693272328969,-16.595108294287165,0
ORD-1073,2025-01-14,CUST-130,Consumer,Central,Office Supplies,1190.6680376397421,4,0.1,305.6223934888707,4.0,No,1071.601233875768,25.668144590049224,1
ORD-1074,2025-04-05,CUST-118,Corporate,East,Office Supplies,1023.195699716664,9,0.5,-30.786838911276504,3.0,No,511.597849858332,-3.0088905690086243,0
ORD-1075,2025-02-17,CUST-146,Consumer,East,Office Supplies,258.1275120852296,4,0.5,345.5388692303669,3.0,No,129.0637560426148,133.8636344646112,1
ORD-1076,2025-01-15,CUST-115,Home Office,West,Furniture,1117.4083054262603,2,0.1,329.68114686731064,3.0,No,1005.6674748836343,29.504089531672705,1
ORD-1077,2025-02-09,CUST-104,Home Office,South,Furniture,148.47601348371654,10,0.3,122.6038353160775,3.0,Yes,103.93320943860158,82.5748431948057,1
ORD-1078,2025-03-23,CUST-134,Home Office,South,Furniture,982.7651531045179,14,0.5,130.72411151568267,4.0,No,491.38257655225897,13.301663281683334,1
ORD-1079,2025-04-21,CUST-111,Consumer,Central,Technology,462.9417192371303,14,0.2,116.69720312413443,4.0,Yes,370.3533753897043,25.207752569035414,1
ORD-1080,2025-02-22,CUST-124,Consumer,Central,Office Supplies,1054.7894413296326,5,0.3,185.9496405467852,5.0,No,738.3526089307428,17.629076786394755,1
ORD-1081,2025-01-24,CUST-120,Consumer,Central,Office Supplies,1042.9874612278659,3,0.1,-59.17523399428104,5.0,No,938.6887151050793,-5.673628513675178,0
ORD-1082,2025-06-03,CUST-135,Consumer,West,Furniture,969.0512261399691,13,0.3,-85.32192324629507,4.0,No,678.3358582979783,-8.804686578454547,0
ORD-1083,2025-05-04,CUST-122,Home Office,South,Office Supplies,950.136219205403,12,0.0,-74.03368221284552,5.0,No,950.136219205403,-7.791901910102926,0
ORD-1084,2025-02-10,CUST-115,Home Office,East,Office Supplies,372.56817552666854,13,0.0,99.96440715868147,3.0,No,372.56817552666854,26.83117177611054,1
ORD-1085,2025-06-06,CUST-138,Corporate,West,Furniture,106.2939468309901,9,0.5,23.996572648767525,4.0,No,53.14697341549505,22.575671864854776,1
ORD-1086,2025-01-15,CUST-144,Corporate,East,Technology,489.54641273054216,4,0.5,179.91780306694722,4.0,No,244.77320636527108,36.75193983414565,1
ORD-1087,2025-02-14,CUST-141,Consumer,East,Technology,216.49417283394533,6,0.2,346.5990302186505,3.0,No,173.19533826715627,160.09623985791885,1
ORD-1088,2025-03-06,CUST-138,Home Office,West,Technology,836.9917957939294,2,0.3,73.84542788440965,4.0,No,585.8942570557506,8.822718245925396,1
ORD-1089,2025-03-30,CUST-113,Home Office,East,Furniture,421.85867457996477,6,0.0,158.228564347031,3.0,No,421.85867457996477,37.50748150540596,1
ORD-1090,2025-03-12,CUST-130,Home Office,South,Office Supplies,1170.9761390232986,3,0.5,87.02175315830098,4.0,No,585.4880695116493,7.431556481661966,1
ORD-1091,2025-01-09,CUST-104,Corporate,East,Furniture,772.7567720409451,12,0.3,281.2722504748367,5.0,No,540.9297404286615,36.398548760946134,1
ORD-1092,2025-03-29,CUST-134,Corporate,South,Furniture,988.7518707248895,12,0.5,306.00638155800715,5.0,No,494.37593536244475,30.948753738757823,1
ORD-1093,2025-05-09,CUST-122,Home Office,South,Office Supplies,167.70436056279962,9,0.5,294.810025492367,4.0,No,83.85218028139981,175.79150864235913,1
ORD-1094,2025-05-16,CUST-128,Home Office,South,Technology,1035.7972339044209,11,0.0,338.4675074056659,4.0,Yes,1035.7972339044209,32.6770043717744,1
ORD-1095,2025-03-04,CUST-142,Home Office,Central,Technology,1108.0810567109393,2,0.0,-87.61636668681312,4.0,No,1108.0810567109393,-7.907035875776122,0
ORD-1096,2025-05-19,CUST-110,Corporate,East,Furniture,589.6036833945337,12,0.5,277.91727296548896,4.0,No,294.80184169726687,47.13628506617053,1
ORD-1097,2025-03-22,CUST-117,Home Office,West,Technology,731.4409959236632,12,0.1,238.29747786759197,2.0,No,658.2968963312969,32.579179892244085,1
ORD-1098,2025-05-16,CUST-146,Home Office,West,Furniture,920.1236630745645,9,0.5,2.9124842301641536,4.0,No,460.0618315372823,0.31653182578004546,1
ORD-1099,2025-06-12,CUST-111,Consumer,East,Furniture,218.05796643989095,5,0.5,330.3440420243874,4.0,No,109.02898321994547,151.49368189464835,1
ORD-1100,2025-06-12,CUST-108,Consumer,Central,Office Supplies,608.0536309914964,8,0.2,-33.31993229652454,4.0,Yes,486.44290479319716,-5.4797686582666785,0
ORD-1101,2025-02-02,CUST-109,Corporate,Central,Office Supplies,484.4090030490526,2,0.2,205.7974672102588,4.0,No,387.5272024392421,42.48423665020511,1
ORD-1102,2025-05-03,CUST-143,Home Office,South,Office Supplies,184.18505067307643,6,0.2,1.2005975671606137,4.0,No,147.34804053846116,0.6518431125507805,1
ORD-1103,2025-01-05,CUST-116,Home Office,East,Furniture,447.36596252692243,3,0.1,94.1212919483336,4.0,No,402.6293662742302,21.0389926441195,1
ORD-1104,2025-02-10,CUST-137,Consumer,East,Office Supplies,91.12504816873735,12,0.1,223.62195362505605,4.0,No,82.01254335186361,245.4011911313041,1
ORD-1105,2025-01-28,CUST-106,Corporate,West,Technology,40.71616926988951,12,0.5,153.496088914871,4.0,No,20.358084634944756,376.99049706128585,1
ORD-1106,2025-05-15,CUST-145,Consumer,East,Technology,170.84788409423908,14,0.2,92.37582409765028,3.0,No,136.67830727539126,54.06904778914095,1
ORD-1107,2025-03-13,CUST-112,Consumer,Central,Furniture,1156.106982791117,10,0.1,46.85229391939424,4.0,No,1040.4962845120053,4.052591552235215,1
ORD-1108,2025-01-12,CUST-139,Consumer,East,Furniture,663.9401477150702,5,0.0,277.84684506895564,5.0,No,663.9401477150702,41.848176529941306,1
ORD-1109,2025-06-11,CUST-141,Consumer,West,Office Supplies,1159.3283717723318,12,0.5,-35.28354235833383,4.0,No,579.6641858861659,-3.0434468108801527,0
ORD-1110,2025-02-02,CUST-108,Home Office,South,Furniture,524.6724752128571,8,0.3,93.54629443841003,3.0,No,367.2707326489999,17.829464829550805,1
ORD-1111,2025-02-17,CUST-149,Home Office,West,Furniture,381.0611983714589,10,0.5,306.69090729881395,4.0,No,190.53059918572944,80.48337343437714,1
ORD-1112,2025-05-31,CUST-126,Consumer,West,Technology,612.3088167798904,14,0.3,280.63229770698547,5.0,No,428.6161717459233,45.83182374913698,1
ORD-1113,2025-03-03,CUST-101,Corporate,South,Technology,533.018909473163,1,0.2,80.42379311287101,2.0,Yes,426.4151275785305,15.08835646982244,1
ORD-1114,2025-02-06,CUST-104,Corporate,West,Office Supplies,135.74097427147524,5,0.3,243.39876362058874,5.0,No,95.01868199003266,179.31119540500958,1
ORD-1115,2025-04-09,CUST-128,Corporate,West,Furniture,772.5833144813454,3,0.2,270.42237381898667,5.0,No,618.0666515850763,35.00235751279821,1
ORD-1116,2025-06-21,CUST-136,Corporate,East,Furniture,267.0854371864235,4,0.0,299.99934080163337,4.0,No,267.0854371864235,112.32336137901677,1
ORD-1117,2025-04-14,CUST-137,Consumer,East,Technology,747.3096663284172,2,0.3,145.0275960721526,4.0,No,523.116766429892,19.40662654407817,1
ORD-1118,2025-02-04,CUST-118,Home Office,South,Furniture,783.7392999538025,9,0.5,-7.992601275379684,5.0,No,391.86964997690126,-1.019803559149172,0
ORD-1119,2025-04-11,CUST-107,Corporate,East,Technology,190.90957522309125,3,0.2,14.889084426769244,5.0,Yes,152.727660178473,7.7990244383343805,1
ORD-1120,2025-06-24,CUST-147,Consumer,East,Office Supplies,83.00605626169511,2,0.5,33.0626033187219,4.0,No,41.503028130847554,39.83155544034602,1
ORD-1121,2025-05-11,CUST-144,Corporate,West,Technology,939.1062874214434,10,0.1,167.21111636432698,3.0,No,845.1956586792991,17.805345210013222,1
ORD-1122,2025-01-01,CUST-100,Corporate,Central,Furniture,557.162504285491,11,0.2,-85.2356691421262,3.0,No,445.7300034283928,-15.29817036977982,0
ORD-1123,2025-01-05,CUST-121,Consumer,East,Office Supplies,79.21491665151619,9,0.3,186.21911095098574,4.0,No,55.45044165606133,235.08086459297118,1
ORD-1124,2025-05-22,CUST-116,Home Office,Central,Technology,1193.890917432023,7,0.2,63.95940729270441,3.0,No,955.1127339456184,5.357223709371764,1
ORD-1125,2025-04-13,CUST-106,Home Office,East,Technology,78.7588675856763,6,0.5,32.85881112033897,4.0,Yes,39.37943379283815,41.720776501254484,1
ORD-1126,2025-01-27,CUST-124,Consumer,East,Office Supplies,837.0919223416782,1,0.0,295.77345682765684,5.0,No,837.0919223416782,35.33345011862749,1
ORD-1127,2025-05-17,CUST-144,Home Office,South,Office Supplies,1180.577921063462,5,0.2,107.00107801135951,5.0,No,944.4623368507697,9.063449019525384,1
ORD-1128,2025-01-15,CUST-103,Consumer,South,Technology,294.6243240169515,12,0.3,-57.226129510288246,4.0,No,206.23702681186603,-19.42342327003377,0
ORD-1129,2025-03-31,CUST-135,Consumer,South,Furniture,179.27674873776346,11,0.1,272.0360456118112,5.0,No,161.34907386398712,151.7408406428271,1
ORD-1130,2025-02-11,CUST-105,Consumer,Central,Technology,154.4480779126904,14,0.0,-78.56143415357204,5.0,Yes,154.4480779126904,-50.86591896467812,0
ORD-1131,2025-05-04,CUST-130,Home Office,West,Office Supplies,370.8974256054387,11,0.1,227.0371508756885,4.0,No,333.8076830448948,61.21292174112069,1
ORD-1132,2025-06-28,CUST-118,Consumer,East,Technology,130.24451510266957,3,0.2,248.2577997967993,3.0,Yes,104.19561208213565,190.60902457282123,1
ORD-1133,2025-03-04,CUST-143,Corporate,East,Office Supplies,833.6719966160169,1,0.5,58.671172667986184,4.0,No,416.83599830800847,7.037680635326615,1
ORD-1134,2025-04-06,CUST-138,Home Office,East,Office Supplies,84.12723977477461,4,0.5,271.154535325004,4.0,No,42.063619887387304,322.3147889446258,1
ORD-1135,2025-02-21,CUST-126,Home Office,Central,Furniture,616.2123324982498,13,0.3,132.04673263540403,4.0,No,431.34863274877483,21.428771491810263,1
ORD-1136,2025-04-06,CUST-109,Home Office,South,Office Supplies,1196.0692560850423,2,0.5,108.48214397275856,4.0,No,598.0346280425211,9.069888170843956,1
ORD-1137,2025-05-12,CUST-125,Home Office,West,Office Supplies,978.6246207121624,2,0.0,-79.56852333908836,2.0,No,978.6246207121624,-8.130648019174599,0
ORD-1138,2025-05-31,CUST-118,Corporate,Central,Furniture,742.1111314949029,3,0.5,30.51313714200765,4.0,Yes,371.05556574745145,4.111666817413481,1
ORD-1139,2025-05-23,CUST-138,Home Office,South,Office Supplies,374.4418087360679,8,0.3,318.9544868983849,5.0,No,262.1092661152475,85.1813230939726,1
ORD-1140,2025-06-20,CUST-102,Home Office,Central,Furniture,752.4360451870498,8,0.2,76.32078347757499,4.0,No,601.9488361496399,10.143158872539425,1
ORD-1141,2025-01-29,CUST-144,Consumer,West,Furniture,637.1793420548654,12,0.2,146.01523425054575,4.0,Yes,509.74347364389234,22.915876993070007,1
ORD-1142,2025-02-05,CUST-112,Home Office,South,Office Supplies,517.039226829542,7,0.5,139.4097555429133,5.0,No,258.519613414771,26.963090672591083,1
ORD-1143,2025-01-13,CUST-149,Corporate,Central,Office Supplies,165.54534832083738,6,0.1,165.693990420212,5.0,No,148.99081348875364,100.08978935432637,1
ORD-1144,2025-06-09,CUST-127,Corporate,West,Technology,1065.0590161361554,9,0.2,-72.40106996052282,5.0,No,852.0472129089244,-6.797845834231893,0
ORD-1145,2025-03-12,CUST-119,Corporate,East,Furniture,545.2437320973738,4,0.5,62.97931465942773,5.0,No,272.6218660486869,11.55067192009103,1
ORD-1146,2025-03-27,CUST-127,Corporate,West,Technology,241.60078906671043,12,0.3,225.40772324714936,4.0,No,169.12055234669728,93.2975939846414,1
ORD-1147,2025-01-28,CUST-107,Home Office,East,Office Supplies,447.6336275439746,1,0.5,-9.74788701715768,1.0,No,223.8168137719873,-2.177648509259968,0
ORD-1148,2025-03-07,CUST-140,Home Office,Central,Technology,502.8144055094232,8,0.2,-8.389730104137811,4.0,No,402.25152440753857,-1.668554045431099,0
ORD-1149,2025-06-19,CUST-138,Corporate,South,Furniture,994.7700957245804,7,0.3,-95.45922698993887,4.0,No,696.3390670072063,-9.596109432743587,0
ORD-1150,2025-02-14,CUST-100,Corporate,South,Technology,883.0011128680684,7,0.5,96.86686697369439,3.0,No,441.5005564340342,10.970186284257553,1
ORD-1151,2025-03-03,CUST-102,Home Office,Central,Furniture,925.4728234331943,3,0.0,297.2304713030399,3.0,No,925.4728234331943,32.11660718468365,1
ORD-1152,2025-05-14,CUST-112,Corporate,South,Office Supplies,23.127204670090187,4,0.3,-76.64457538571094,4.0,No,16.18904326906313,-331.40440653787,0
ORD-1153,2025-01-28,CUST-127,Consumer,South,Office Supplies,505.2232578339162,10,0.0,-13.996580726798825,5.0,No,505.2232578339162,-2.7703753755928573,0
ORD-1154,2025-01-28,CUST-148,Corporate,East,Furniture,582.7995404460352,9,0.1,39.53804225423977,5.0,No,524.5195864014316,6.784158104170782,1
ORD-1155,2025-04-18,CUST-124,Corporate,Central,Office Supplies,32.83880941943745,6,0.3,229.2761314538958,4.0,No,22.987166593606215,698.1864918591906,1
ORD-1156,2025-02-13,CUST-132,Consumer,West,Office Supplies,319.1777184065907,5,0.0,188.28601676116392,1.0,No,319.1777184065907,58.9909651905313,1
ORD-1157,2025-03-25,CUST-137,Consumer,East,Office Supplies,914.7448895153407,3,0.2,87.17475706183475,2.0,No,731.7959116122726,9.529952892988836,1
ORD-1158,2025-01-30,CUST-105,Home Office,Central,Office Supplies,173.16054981750887,9,0.2,241.58102266626906,3.0,No,138.5284398540071,139.51273712220677,1
ORD-1159,2025-03-16,CUST-143,Home Office,East,Furniture,647.0190564285841,5,0.1,174.33395524560586,1.0,No,582.3171507857257,26.944176297974042,1
ORD-1160,2025-05-08,CUST-144,Consumer,West,Technology,266.0902277005126,5,0.3,303.2183598457486,1.0,No,186.26315939035882,113.9532114599203,1
ORD-1161,2025-04-02,CUST-131,Consumer,West,Technology,24.423721826232995,14,0.3,268.1120371124118,5.0,No,17.096605278363096,1097.7525825913985,1
ORD-1162,2025-05-09,CUST-144,Home Office,Central,Office Supplies,297.02973454345437,4,0.3,13.766122740140247,4.0,No,207.92081418041803,4.634594163207022,1
ORD-1163,2025-05-01,CUST-146,Corporate,West,Technology,1171.289768342964,14,0.1,22.1473599353901,3.0,No,1054.1607915086677,1.8908523350905901,1
ORD-1164,2025-01-27,CUST-120,Consumer,East,Technology,963.8291631407576,4,0.3,-43.58958589342647,2.0,No,674.6804141985302,-4.5225427451670335,0
ORD-1165,2025-05-01,CUST-115,Home Office,West,Office Supplies,1151.8962067420298,12,0.2,51.63412657285542,4.0,No,921.5169653936239,4.482532911441302,1
ORD-1166,2025-04-26,CUST-120,Corporate,East,Office Supplies,590.5463122723713,1,0.0,349.7947634235924,1.0,No,590.5463122723713,59.23240161768386,1
ORD-1167,2025-01-03,CUST-110,Consumer,East,Technology,140.58607642622917,7,0.2,82.58802587677744,5.0,No,112.46886114098334,58.7455230106763,1
ORD-1168,2025-04-13,CUST-136,Corporate,West,Furniture,662.0717918786946,9,0.2,-0.7802043899021243,4.0,No,529.6574335029558,-0.11784286832221272,0
ORD-1169,2025-06-04,CUST-135,Home Office,Central,Office Supplies,550.7090281263535,3,0.0,243.11729801399883,4.0,No,550.7090281263535,44.14623432652688,1
ORD-1170,2025-05-17,CUST-134,Consumer,South,Furniture,1014.784928460143,12,0.2,144.11195155819524,3.0,No,811.8279427681144,14.201230971854686,1
ORD-1171,2025-03-03,CUST-118,Corporate,West,Technology,126.71827113325106,13,0.1,-32.67934771287136,2.0,No,114.04644401992596,-25.788978511636472,0
ORD-1172,2025-06-14,CUST-119,Consumer,East,Office Supplies,591.006953055916,2,0.0,71.31035652238958,4.0,Yes,591.006953055916,12.06590821878923,1
