Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Category,Sales,Quantity,Discount,Profit,Customer_Satisfaction_Score,Return_Status
ORD-1040,2025-01-21,CUST-148,Corporate,East,Office Supplies,423.61011384438865,12,0.2,273.2262321313306,,No
ORD-1041,2025-03-14,CUST-138,Corporate,West,Office Supplies,801.2449521397895,11,0.2,229.4551730793301,3.0,No
ORD-1042,2025-06-16,CUST-131,Consumer,Central,Furniture,956.5854533397777,5,0.2,59.76847540338122,5.0,No
ORD-1043,2025-01-18,CUST-123,Home Office,East,Office Supplies,1113.3416051805486,4,0.2,214.24002075240776,1.0,No
ORD-1044,2025-05-12,CUST-122,Consumer,Central,Office Supplies,289.22407740798974,14,0.0,77.84266683948658,4.0,No
ORD-1045,2025-03-30,CUST-131,Corporate,South,Office Supplies,485.1859398130767,6,0.0,328.8035581990224,2.0,Yes
ORD-1046,2025-03-01,CUST-136,Home Office,West,Office Supplies,191.37505586319674,14,0.5,335.1737066417157,4.0,No
ORD-1047,2025-01-14,CUST-111,Home Office,Central,Furniture,1191.0553675684664,6,0.1,76.75719911420452,4.0,No
ORD-1048,2025-01-09,CUST-148,Consumer,Central,Office Supplies,1113.1311518299115,3,0.3,284.3998578533906,4.0,No
ORD-1049,2025-03-31,CUST-112,Corporate,South,Office Supplies,652.5489850338658,9,0.3,247.8900687638598,3.0,Yes
ORD-1050,2025-02-22,CUST-122,Consumer,Central,Furniture,1012.0196203079413,12,0.0,39.499971727305194,3.0,Yes
ORD-1051,2025-05-10,CUST-124,Home Office,Central,Technology,629.9399929537302,11,0.3,4.417923005497684,1.0,No
ORD-1052,2025-03-25,CUST-134,Consumer,South,Furniture,752.066968723284,14,0.0,106.20559267677524,3.0,No
ORD-1053,2025-04-02,CUST-140,Consumer,East,Technology,116.05807421805977,7,0.5,251.60697827648283,5.0,
ORD-1054,2025-04-21,CUST-129,Corporate,South,Furniture,908.7718003912014,1,0.1,332.07550312793546,3.0,No
ORD-1055,2025-06-21,CUST-116,Corporate,East,Furniture,161.97904552592945,13,0.5,243.61058098995767,5.0,No
ORD-1056,2025-01-08,CUST-148,Home Office,West,Office Supplies,993.0204800005088,7,0.2,284.8431432582665,5.0,No
ORD-1057,2025-06-24,CUST-119,Consumer,East,Technology,940.6134243277592,5,0.2,171.37893777673247,3.0,No
ORD-1058,2025-02-04,CUST-147,Consumer,East,Office Supplies,853.406190314142,5,0.2,275.93352387895663,4.0,No
ORD-1059,2025-03-22,CUST-124,Consumer,West,Technology,53.03085282446692,14,0.5,252.98938610153795,2.0,Yes
ORD-1060,2025-06-13,CUST-121,Home Office,East,Furniture,370.72274357494103,13,0.3,69.64349386682605,2.0,No
ORD-1061,2025-02-19,CUST-112,Home Office,South,Furniture,323.103958193903,2,0.1,148.3956359543245,1.0,No
ORD-1062,2025-04-14,CUST-118,Corporate,East,Technology,438.5623248911077,4,0.2,262.13890489536266,4.0,No
ORD-1063,2025-05-12,CUST-148,Corporate,West,Office Supplies,114.29486864896786,12,0.2,-79.27446961451963,4.0,Yes
ORD-1064,2025-01-02,CUST-135,Corporate,South,Office Supplies,1124.9798094069647,6,0.2,263.63567706012344,4.0,No
ORD-1065,2025-05-14,CUST-111,Consumer,West,Office Supplies,669.0246664477278,10,0.1,-19.950344177939456,4.0,No
ORD-1066,2025-02-23,CUST-140,Consumer,West,Office Supplies,373.573929683048,11,0.2,131.60762770464754,3.0,No
ORD-1067,2025-04-16,CUST-118,Corporate,Central,Furniture,482.4080053183973,7,0.1,263.7239478001719,4.0,No
ORD-1068,2025-01-04,CUST-111,Consumer,Central,Furniture,542.1710232007545,11,0.2,14.219485170512684,5.0,No
ORD-1069,2025-02-23,CUST-108,Corporate,West,Furniture,724.7072566991346,5,0.5,10.61334768776885,1.0,No
ORD-1070,2025-05-26,CUST-106,Home Office,West,Furniture,623.6585189588324,9,0.5,81.24397930801334,3.0,No
ORD-1071,2025-02-13,CUST-127,Corporate,West,Furniture,1104.0764481251567,3,0.1,302.58925890993555,4.0,No
ORD-1072,2025-06-11,CUST-113,Home Office,Central,Office Supplies,601.386544657938,1,0.5,-99.80074835325645,3.0,No
ORD-1073,2025-01-14,CUST-130,Consumer,Central,Office Supplies,1190.6680376397421,4,0.1,305.6223934888707,4.0,No
ORD-1074,2025-04-05,CUST-118,Corporate,East,Office Supplies,1023.195699716664,9,0.5,-30.786838911276504,3.0,No
ORD-1075,2025-02-17,CUST-146,Consumer,East,Office Supplies,258.1275120852296,4,0.5,345.5388692303669,3.0,No
ORD-1076,2025-01-15,CUST-115,Home Office,West,Furniture,1117.4083054262603,2,0.1,329.68114686731064,3.0,No
ORD-1077,2025-02-09,CUST-104,Home Office,South,Furniture,148.47601348371654,10,0.3,122.6038353160775,3.0,Yes
ORD-1078,2025-03-23,CUST-134,Home Office,South,Furniture,982.7651531045179,14,0.5,130.72411151568267,4.0,No
ORD-1079,2025-04-21,CUST-111,Consumer,Central,Technology,462.9417192371303,14,0.2,116.69720312413443,4.0,Yes
ORD-1080,2025-02-22,CUST-124,Consumer,Central,Office Supplies,1054.7894413296326,5,0.3,185.9496405467852,5.0,No
ORD-1081,2025-01-24,CUST-120,Consumer,Central,Office Supplies,1042.9874612278659,3,0.1,-59.17523399428104,5.0,No
ORD-1082,2025-06-03,CUST-135,Consumer,West,Furniture,969.0512261399691,13,0.3,-85.32192324629507,4.0,No
ORD-1083,2025-05-04,CUST-122,Home Office,South,Office Supplies,950.136219205403,12,0.0,-74.03368221284552,5.0,No
ORD-1084,2025-02-10,CUST-115,Home Office,East,Office Supplies,372.56817552666854,13,0.0,99.96440715868147,3.0,No
ORD-1085,2025-06-06,CUST-138,Corporate,West,Furniture,106.2939468309901,9,0.5,23.996572648767525,4.0,No
ORD-1086,2025-01-15,CUST-144,Corporate,East,Technology,489.54641273054216,4,0.5,179.91780306694722,4.0,No
ORD-1087,2025-02-14,CUST-141,Consumer,East,Technology,216.49417283394533,6,0.2,346.5990302186505,3.0,No
ORD-1088,2025-03-06,CUST-138,Home Office,West,Technology,836.9917957939294,2,0.3,73.84542788440965,4.0,No
ORD-1089,2025-03-30,CUST-113,Home Office,East,Furniture,421.85867457996477,6,0.0,158.228564347031,3.0,No
ORD-1090,2025-03-12,CUST-130,Home Office,South,Office Supplies,1170.9761390232986,3,0.5,87.02175315830098,4.0,No
ORD-1091,2025-01-09,CUST-104,Corporate,East,Furniture,772.7567720409451,12,0.3,281.2722504748367,5.0,No
ORD-1092,2025-03-29,CUST-134,Corporate,South,Furniture,988.7518707248895,12,0.5,306.00638155800715,5.0,No
ORD-1093,2025-05-09,CUST-122,Home Office,South,Office Supplies,167.70436056279962,9,0.5,294.810025492367,4.0,No
ORD-1094,2025-05-16,CUST-128,Home Office,South,Technology,1035.7972339044209,11,0.0,338.4675074056659,4.0,Yes
ORD-1095,2025-03-04,CUST-142,Home Office,Central,Technology,1108.0810567109393,2,0.0,-87.61636668681312,4.0,No
ORD-1096,2025-05-19,CUST-110,Corporate,East,Furniture,589.6036833945337,12,0.5,277.91727296548896,4.0,No
ORD-1097,2025-03-22,CUST-117,Home Office,West,Technology,731.4409959236632,12,0.1,238.29747786759197,2.0,No
ORD-1098,2025-05-16,CUST-146,Home Office,West,Furniture,920.1236630745645,9,0.5,2.9124842301641536,4.0,No
ORD-1099,2025-06-12,CUST-111,Consumer,East,Furniture,218.05796643989095,5,0.5,330.3440420243874,4.0,No
ORD-1100,2025-06-12,CUST-108,Consumer,Central,Office Supplies,608.0536309914964,8,0.2,-33.31993229652454,,Yes
ORD-1101,2025-02-02,CUST-109,Corporate,Central,Office Supplies,484.4090030490526,2,0.2,205.7974672102588,4.0,No
ORD-1102,2025-05-03,CUST-143,Home Office,South,Office Supplies,184.18505067307643,6,0.2,1.2005975671606137,4.0,No
ORD-1103,2025-01-05,CUST-116,Home Office,East,Furniture,447.36596252692243,3,0.1,94.1212919483336,4.0,No
ORD-1104,2025-02-10,CUST-137,Consumer,East,Office Supplies,91.12504816873735,12,0.1,223.62195362505605,4.0,
ORD-1105,2025-01-28,CUST-106,Corporate,West,Technology,40.71616926988951,12,0.5,153.496088914871,4.0,No
ORD-1106,2025-05-15,CUST-145,Consumer,East,Technology,170.84788409423908,14,0.2,92.37582409765028,3.0,No
ORD-1107,2025-03-13,CUST-112,Consumer,Central,Furniture,1156.106982791117,10,0.1,46.85229391939424,4.0,No
ORD-1108,2025-01-12,CUST-139,Consumer,East,Furniture,663.9401477150702,5,0.0,277.84684506895564,5.0,No
ORD-1109,2025-06-11,CUST-141,Consumer,West,Office Supplies,1159.3283717723318,12,0.5,-35.28354235833383,4.0,No
ORD-1110,2025-02-02,CUST-108,Home Office,South,Furniture,524.6724752128571,8,0.3,93.54629443841003,3.0,No
ORD-1111,2025-02-17,CUST-149,Home Office,West,Furniture,381.0611983714589,10,0.5,306.69090729881395,4.0,No
ORD-1112,2025-05-31,CUST-126,Consumer,West,Technology,612.3088167798904,14,0.3,280.63229770698547,5.0,No
ORD-1113,2025-03-03,CUST-101,Corporate,South,Technology,533.018909473163,1,0.2,80.42379311287101,2.0,Yes
ORD-1114,2025-02-06,CUST-104,Corporate,West,Office Supplies,135.74097427147524,5,0.3,243.39876362058874,5.0,No
ORD-1115,2025-04-09,CUST-128,Corporate,West,Furniture,772.5833144813454,3,0.2,270.42237381898667,5.0,No
ORD-1116,2025-06-21,CUST-136,Corporate,East,Furniture,267.0854371864235,4,0.0,299.99934080163337,4.0,No
ORD-1117,2025-04-14,CUST-137,Consumer,East,Technology,747.3096663284172,2,0.3,145.0275960721526,,No
ORD-1118,2025-02-04,CUST-118,Home Office,South,Furniture,783.7392999538025,9,0.5,-7.992601275379684,5.0,No
ORD-1119,2025-04-11,CUST-107,Corporate,East,Technology,190.90957522309125,3,0.2,14.889084426769244,5.0,Yes
ORD-1120,2025-06-24,CUST-147,Consumer,East,Office Supplies,83.00605626169511,2,0.5,33.0626033187219,4.0,No
ORD-1121,2025-05-11,CUST-144,Corporate,West,Technology,939.1062874214434,10,0.1,167.21111636432698,3.0,
ORD-1122,2025-01-01,CUST-100,Corporate,Central,Furniture,557.162504285491,11,0.2,-85.2356691421262,3.0,No
ORD-1123,2025-01-05,CUST-121,Consumer,East,Office Supplies,79.21491665151619,9,0.3,186.21911095098574,4.0,No
ORD-1124,2025-05-22,CUST-116,Home Office,Central,Technology,1193.890917432023,7,0.2,63.95940729270441,3.0,No
ORD-1125,2025-04-13,CUST-106,Home Office,East,Technology,78.7588675856763,6,0.5,32.85881112033897,4.0,Yes
ORD-1126,2025-01-27,CUST-124,Consumer,East,Office Supplies,837.0919223416782,1,0.0,295.77345682765684,5.0,No
ORD-1127,2025-05-17,CUST-144,Home Office,South,Office Supplies,1180.577921063462,5,0.2,107.00107801135951,5.0,No
ORD-1128,2025-01-15,CUST-103,Consumer,South,Technology,294.6243240169515,12,0.3,-57.226129510288246,4.0,No
ORD-1129,2025-03-31,CUST-135,Consumer,South,Furniture,179.27674873776346,11,0.1,272.0360456118112,5.0,No
ORD-1130,2025-02-11,CUST-105,Consumer,Central,Technology,154.4480779126904,14,0.0,-78.56143415357204,5.0,Yes
ORD-1131,2025-05-04,CUST-130,Home Office,West,Office Supplies,370.8974256054387,11,0.1,227.0371508756885,4.0,No
ORD-1132,2025-06-28,CUST-118,Consumer,East,Technology,130.24451510266957,3,0.2,248.2577997967993,3.0,Yes
ORD-1133,2025-03-04,CUST-143,Corporate,East,Office Supplies,833.6719966160169,1,0.5,58.671172667986184,4.0,No
ORD-1134,2025-04-06,CUST-138,Home Office,East,Office Supplies,84.12723977477461,4,0.5,271.154535325004,4.0,No
ORD-1135,2025-02-21,CUST-126,Home Office,Central,Furniture,616.2123324982498,13,0.3,132.04673263540403,4.0,No
ORD-1136,2025-04-06,CUST-109,Home Office,South,Office Supplies,1196.0692560850423,2,0.5,108.48214397275856,4.0,No
ORD-1137,2025-05-12,CUST-125,Home Office,West,Office Supplies,978.6246207121624,2,0.0,-79.56852333908836,2.0,No
ORD-1138,2025-05-31,CUST-118,Corporate,Central,Furniture,742.1111314949029,3,0.5,30.51313714200765,4.0,Yes
ORD-1139,2025-05-23,CUST-138,Home Office,South,Office Supplies,374.4418087360679,8,0.3,318.9544868983849,5.0,No
ORD-1140,2025-06-20,CUST-102,Home Office,Central,Furniture,752.4360451870498,8,0.2,76.32078347757499,4.0,No
ORD-1141,2025-01-29,CUST-144,Consumer,West,Furniture,637.1793420548654,12,0.2,146.01523425054575,,Yes
ORD-1142,2025-02-05,CUST-112,Home Office,South,Office Supplies,517.039226829542,7,0.5,139.4097555429133,5.0,No
ORD-1143,2025-01-13,CUST-149,Corporate,Central,Office Supplies,165.54534832083738,6,0.1,165.693990420212,5.0,No
ORD-1144,2025-06-09,CUST-127,Corporate,West,Technology,1065.0590161361554,9,0.2,-72.40106996052282,5.0,No
ORD-1145,2025-03-12,CUST-119,Corporate,East,Furniture,545.2437320973738,4,0.5,62.97931465942773,5.0,No
ORD-1146,2025-03-27,CUST-127,Corporate,West,Technology,241.60078906671043,12,0.3,225.40772324714936,4.0,No
ORD-1147,2025-01-28,CUST-107,Home Office,East,Office Supplies,447.6336275439746,1,0.5,-9.74788701715768,1.0,No
ORD-1148,2025-03-07,CUST-140,Home Office,Central,Technology,502.8144055094232,8,0.2,-8.389730104137811,4.0,No
ORD-1149,2025-06-19,CUST-138,Corporate,South,Furniture,994.7700957245804,7,0.3,-95.45922698993887,4.0,No
ORD-1150,2025-02-14,CUST-100,Corporate,South,Technology,883.0011128680684,7,0.5,96.86686697369439,3.0,No
ORD-1151,2025-03-03,CUST-102,Home Office,Central,Furniture,925.4728234331943,3,0.0,297.2304713030399,3.0,No
ORD-1152,2025-05-14,CUST-112,Corporate,South,Office Supplies,23.127204670090187,4,0.3,-76.64457538571094,,No
ORD-1153,2025-01-28,CUST-127,Consumer,South,Office Supplies,505.2232578339162,10,0.0,-13.996580726798825,5.0,No
ORD-1154,2025-01-28,CUST-148,Corporate,East,Furniture,582.7995404460352,9,0.1,39.53804225423977,5.0,No
ORD-1155,2025-04-18,CUST-124,Corporate,Central,Office Supplies,32.83880941943745,6,0.3,229.2761314538958,4.0,No
ORD-1156,2025-02-13,CUST-132,Consumer,West,Office Supplies,319.1777184065907,5,0.0,188.28601676116392,1.0,No
ORD-1157,2025-03-25,CUST-137,Consumer,East,Office Supplies,914.7448895153407,3,0.2,87.17475706183475,2.0,No
ORD-1158,2025-01-30,CUST-105,Home Office,Central,Office Supplies,173.16054981750887,9,0.2,241.58102266626906,3.0,No
ORD-1159,2025-03-16,CUST-143,Home Office,East,Furniture,647.0190564285841,5,0.1,174.33395524560586,1.0,No
ORD-1160,2025-05-08,CUST-144,Consumer,West,Technology,266.0902277005126,5,0.3,303.2183598457486,1.0,No
ORD-1161,2025-04-02,CUST-131,Consumer,West,Technology,24.423721826232995,14,0.3,268.1120371124118,5.0,No
ORD-1162,2025-05-09,CUST-144,Home Office,Central,Office Supplies,297.02973454345437,4,0.3,13.766122740140247,4.0,No
ORD-1163,2025-05-01,CUST-146,Corporate,West,Technology,1171.289768342964,14,0.1,22.1473599353901,3.0,No
ORD-1164,2025-01-27,CUST-120,Consumer,East,Technology,963.8291631407576,4,0.3,-43.58958589342647,2.0,No
ORD-1165,2025-05-01,CUST-115,Home Office,West,Office Supplies,1151.8962067420298,12,0.2,51.63412657285542,4.0,No
ORD-1166,2025-04-26,CUST-120,Corporate,East,Office Supplies,590.5463122723713,1,0.0,349.7947634235924,1.0,
ORD-1167,2025-01-03,CUST-110,Consumer,East,Technology,140.58607642622917,7,0.2,82.58802587677744,5.0,No
ORD-1168,2025-04-13,CUST-136,Corporate,West,Furniture,662.0717918786946,9,0.2,-0.7802043899021243,4.0,No
ORD-1169,2025-06-04,CUST-135,Home Office,Central,Office Supplies,550.7090281263535,3,0.0,243.11729801399883,4.0,No
ORD-1170,2025-05-17,CUST-134,Consumer,South,Furniture,1014.784928460143,12,0.2,144.11195155819524,3.0,No
ORD-1171,2025-03-03,CUST-118,Corporate,West,Technology,126.71827113325106,13,0.1,-32.67934771287136,2.0,No
ORD-1172,2025-06-14,CUST-119,Consumer,East,Office Supplies,591.006953055916,2,0.0,71.31035652238958,4.0,Yes
ORD-1173,2025-02-20,CUST-117,Corporate,East,Furniture,188.55791098584126,3,0.2,86.51137199270448,4.0,No
ORD-1174,2025-06-21,CUST-146,Home Office,West,Office Supplies,396.3643529991714,1,0.5,239.22336525614838,4.0,No
ORD-1175,2025-06-01,CUST-140,Home Office,Central,Technology,887.4549220914815,6,0.2,-90.697883998643,2.0,No
ORD-1176,2025-02-28,CUST-148,Consumer,Central,Furniture,576.4615739488322,11,0.1,21.05884105923971,4.0,No
ORD-1177,2025-04-28,CUST-113,Corporate,East,Technology,457.3070593234655,11,0.3,132.9183355919849,4.0,No
ORD-1178,2025-06-09,CUST-114,Consumer,East,Technology,479.426771498342,7,0.2,20.981034103779507,5.0,No
ORD-1179,2025-04-06,CUST-130,Consumer,Central,Office Supplies,556.7416544031241,11,0.3,182.7953213385495,3.0,No
ORD-1180,2025-06-29,CUST-100,Corporate,South,Furniture,944.1696871660977,11,0.5,116.84036567357748,3.0,No
ORD-1181,2025-04-23,CUST-102,Corporate,West,Technology,1071.580779838879,2,0.2,62.76961468681128,4.0,No
ORD-1182,2025-03-03,CUST-115,Corporate,East,Technology,1146.8482769396746,8,0.0,327.1438820917305,4.0,No
ORD-1183,2025-02-21,CUST-122,Home Office,East,Furniture,946.4150296438012,14,0.3,184.47177463390585,4.0,No
ORD-1184,2025-01-12,CUST-110,Consumer,Central,Technology,385.3342059401351,6,0.5,-41.52638247942645,4.0,No
ORD-1185,2025-02-08,CUST-111,Consumer,West,Technology,828.8803002429852,14,0.0,152.04126384952798,4.0,No
ORD-1186,2025-05-10,CUST-109,Home Office,Central,Furniture,530.7477176259164,4,0.0,251.32933394040543,5.0,Yes
ORD-1187,2025-05-11,CUST-131,Corporate,West,Furniture,313.0580402348009,5,0.0,218.8203638717588,4.0,No
ORD-1188,2025-04-23,CUST-115,Home Office,West,Furniture,1010.6371795168479,8,0.0,-22.559846817133277,5.0,No
ORD-1189,2025-04-11,CUST-107,Home Office,West,Furniture,55.72735526516674,14,0.2,337.5889995680465,4.0,Yes
ORD-1190,2025-04-23,CUST-137,Home Office,East,Office Supplies,1083.096770641154,3,0.2,101.96614058597268,5.0,No
ORD-1191,2025-03-22,CUST-111,Consumer,South,Furniture,559.1581829034336,3,0.2,-28.43874831688241,5.0,No
ORD-1192,2025-04-23,CUST-123,Home Office,Central,Office Supplies,768.2697574018537,14,0.5,-18.91191064233344,3.0,No
ORD-1193,2025-01-02,CUST-127,Consumer,South,Office Supplies,794.6311674248814,14,0.5,-55.79425351491378,5.0,No
ORD-1194,2025-05-10,CUST-107,Consumer,Central,Office Supplies,1075.1901114407783,11,0.5,261.58314879572043,2.0,No
ORD-1195,2025-02-23,CUST-127,Consumer,West,Technology,767.6369217789767,4,0.1,-45.08627755516811,5.0,No
ORD-1196,2025-03-28,CUST-135,Corporate,East,Office Supplies,740.5809658644735,1,0.5,-43.69363428621388,4.0,No
ORD-1197,2025-05-09,CUST-125,Consumer,South,Office Supplies,89.31592826722105,9,0.2,282.71222664237695,2.0,Yes
ORD-1198,2025-05-27,CUST-107,Consumer,East,Technology,626.9055461147929,8,0.2,55.07183800140183,4.0,No
ORD-1199,2025-05-06,CUST-149,Corporate,Central,Technology,188.70111097227957,8,0.1,-86.1139430613674,,No
ORD-1200,2025-05-10,CUST-127,Consumer,East,Technology,887.5461847785679,14,0.1,-76.64711521671511,2.0,No
ORD-1201,2025-02-22,CUST-127,Home Office,East,Furniture,619.5440857670826,10,0.5,-36.023298983246995,4.0,Yes
ORD-1202,2025-06-21,CUST-136,Home Office,South,Technology,819.4710572579404,6,0.3,-3.972993410939708,4.0,No
ORD-1203,2025-06-09,CUST-140,Consumer,West,Technology,59.590751716837275,7,0.1,199.31578740728241,5.0,No
ORD-1204,2025-06-09,CUST-135,Corporate,East,Office Supplies,110.90249909450583,6,0.0,-29.203173999177295,4.0,No
ORD-1205,2025-03-09,CUST-126,Home Office,West,Technology,862.4248317945919,9,0.2,-46.5065239703176,3.0,No
ORD-1206,2025-05-03,CUST-116,Corporate,Central,Furniture,95.7803598384213,3,0.0,244.1236136643256,1.0,No
ORD-1207,2025-05-25,CUST-108,Corporate,East,Technology,94.79550604065773,14,0.2,201.9748777369615,4.0,No
ORD-1208,2025-02-07,CUST-132,Home Office,South,Furniture,24.409085529516066,3,0.2,95.8958996548563,4.0,No
ORD-1209,2025-01-24,CUST-119,Corporate,Central,Technology,1148.2366639763814,3,0.1,147.18939716604677,5.0,No
ORD-1210,2025-03-10,CUST-112,Home Office,Central,Technology,887.6349477562183,10,0.1,40.39280914688831,2.0,No
ORD-1211,2025-04-26,CUST-127,Corporate,South,Technology,430.36917611745633,3,0.0,117.12518910591228,4.0,Yes
ORD-1212,2025-04-08,CUST-147,Home Office,East,Technology,362.87734173230973,9,0.2,128.0026920422356,1.0,Yes
ORD-1213,2025-05-19,CUST-128,Consumer,East,Furniture,426.146843397561,12,0.0,74.25677203014317,3.0,No
ORD-1214,2025-05-24,CUST-112,Home Office,Central,Furniture,931.8377021056064,4,0.3,307.95749480247326,4.0,No
ORD-1215,2025-04-07,CUST-145,Home Office,East,Office Supplies,797.0310271737932,13,0.0,-92.77216075854723,4.0,No
ORD-1216,2025-05-04,CUST-134,Home Office,West,Furniture,230.38272576228684,7,0.5,251.97706839106075,4.0,No
ORD-1217,2025-03-11,CUST-105,Home Office,South,Technology,217.19010904756038,14,0.0,-44.02772594140406,5.0,No
ORD-1218,2025-04-03,CUST-117,Corporate,West,Office Supplies,127.09082315894281,9,0.5,258.89631224173974,4.0,No
ORD-1219,2025-01-03,CUST-104,Consumer,East,Office Supplies,795.7602364445924,11,0.5,177.16036205452457,,Yes
ORD-1220,2025-05-28,CUST-146,Home Office,Central,Office Supplies,919.6034680438657,12,0.5,279.47514092138107,5.0,No
ORD-1221,2025-06-13,CUST-124,Corporate,South,Technology,325.4052497067548,7,0.3,-56.11855346159614,4.0,No
ORD-1222,2025-05-27,CUST-101,Consumer,East,Furniture,34.92450362678625,9,0.0,151.5412853448983,5.0,No
ORD-1223,2025-03-31,CUST-109,Consumer,East,Technology,107.78428429694854,12,0.0,125.48954611798868,4.0,No
ORD-1224,2025-05-27,CUST-129,Consumer,Central,Office Supplies,1161.7534414655863,3,0.3,217.7869323335114,2.0,No
ORD-1225,2025-05-28,CUST-149,Consumer,Central,Technology,361.5792851981301,4,0.2,140.4307483521541,4.0,Yes
